20	1	1	1	1
20	1	1	1	3
20	1	1	1	4
20	1	1	1	6
20	1	1	1	8
20	1	1	1	12
20	1	2	1	1
20	1	2	1	3
20	1	2	1	4
20	1	2	1	6
20	1	2	1	8
20	1	2	1	12
20	1	3	1	1
20	1	3	1	3
20	1	3	1	4
20	1	3	1	6
20	1	3	1	8
20	1	3	1	12
20	2	1	1	1
20	2	1	1	3
20	2	1	1	4
20	2	1	1	6
20	2	1	1	8
20	2	1	1	12
20	2	2	1	1
20	2	2	1	3
20	2	2	1	4
20	2	2	1	6
20	2	2	1	8
20	2	2	1	12
20	2	3	1	1
20	2	3	1	3
20	2	3	1	4
20	2	3	1	6
20	2	3	1	8
20	2	3	1	12
20	3	1	1	1
20	3	1	1	3
20	3	1	1	4
20	3	1	1	6
20	3	1	1	8
20	3	1	1	12
20	3	2	1	1
20	3	2	1	3
20	3	2	1	4
20	3	2	1	6
20	3	2	1	8
20	3	2	1	12
20	3	3	1	1
20	3	3	1	3
20	3	3	1	4
20	3	3	1	6
20	3	3	1	8
20	3	3	1	12
35	1	1	1	1
35	1	1	1	3
35	1	1	1	4
35	1	1	1	6
35	1	1	1	8
35	1	1	1	12
35	1	2	1	1
35	1	2	1	3
35	1	2	1	4
35	1	2	1	6
35	1	2	1	8
35	1	2	1	12
35	1	3	1	1
35	1	3	1	3
35	1	3	1	4
35	1	3	1	6
35	1	3	1	8
35	1	3	1	12
35	2	1	1	1
35	2	1	1	3
35	2	1	1	4
35	2	1	1	6
35	2	1	1	8
35	2	1	1	12
35	2	2	1	1
35	2	2	1	3
35	2	2	1	4
35	2	2	1	6
35	2	2	1	8
35	2	2	1	12
35	2	3	1	1
35	2	3	1	3
35	2	3	1	4
35	2	3	1	6
35	2	3	1	8
35	2	3	1	12
35	3	1	1	1
35	3	1	1	3
35	3	1	1	4
35	3	1	1	6
35	3	1	1	8
35	3	1	1	12
35	3	2	1	1
35	3	2	1	3
35	3	2	1	4
35	3	2	1	6
35	3	2	1	8
35	3	2	1	12
35	3	3	1	1
35	3	3	1	3
35	3	3	1	4
35	3	3	1	6
35	3	3	1	8
35	3	3	1	12
50	1	1	1	1
50	1	1	1	3
50	1	1	1	4
50	1	1	1	6
50	1	1	1	8
50	1	1	1	12
50	1	2	1	1
50	1	2	1	3
50	1	2	1	4
50	1	2	1	6
50	1	2	1	8
50	1	2	1	12
50	1	3	1	1
50	1	3	1	3
50	1	3	1	4
50	1	3	1	6
50	1	3	1	8
50	1	3	1	12
50	2	1	1	1
50	2	1	1	3
50	2	1	1	4
50	2	1	1	6
50	2	1	1	8
50	2	1	1	12
50	2	2	1	1
50	2	2	1	3
50	2	2	1	4
50	2	2	1	6
50	2	2	1	8
50	2	2	1	12
50	2	3	1	1
50	2	3	1	3
50	2	3	1	4
50	2	3	1	6
50	2	3	1	8
50	2	3	1	12
50	3	1	1	1
50	3	1	1	3
50	3	1	1	4
50	3	1	1	6
50	3	1	1	8
50	3	1	1	12
50	3	2	1	1
50	3	2	1	3
50	3	2	1	4
50	3	2	1	6
50	3	2	1	8
50	3	2	1	12
50	3	3	1	1
50	3	3	1	3
50	3	3	1	4
50	3	3	1	6
50	3	3	1	8
50	3	3	1	12
65	1	1	1	1
65	1	1	1	3
65	1	1	1	4
65	1	1	1	6
65	1	1	1	8
65	1	1	1	12
65	1	2	1	1
65	1	2	1	3
65	1	2	1	4
65	1	2	1	6
65	1	2	1	8
65	1	2	1	12
65	1	3	1	1
65	1	3	1	3
65	1	3	1	4
65	1	3	1	6
65	1	3	1	8
65	1	3	1	12
65	2	1	1	1
65	2	1	1	3
65	2	1	1	4
65	2	1	1	6
65	2	1	1	8
65	2	1	1	12
65	2	2	1	1
65	2	2	1	3
65	2	2	1	4
65	2	2	1	6
65	2	2	1	8
65	2	2	1	12
65	2	3	1	1
65	2	3	1	3
65	2	3	1	4
65	2	3	1	6
65	2	3	1	8
65	2	3	1	12
65	3	1	1	1
65	3	1	1	3
65	3	1	1	4
65	3	1	1	6
65	3	1	1	8
65	3	1	1	12
65	3	2	1	1
65	3	2	1	3
65	3	2	1	4
65	3	2	1	6
65	3	2	1	8
65	3	2	1	12
65	3	3	1	1
65	3	3	1	3
65	3	3	1	4
65	3	3	1	6
65	3	3	1	8
65	3	3	1	12
70	1	1	1	1
70	1	1	1	3
70	1	1	1	4
70	1	1	1	6
70	1	1	1	8
70	1	1	1	12
70	1	2	1	1
70	1	2	1	3
70	1	2	1	4
70	1	2	1	6
70	1	2	1	8
70	1	2	1	12
70	1	3	1	1
70	1	3	1	3
70	1	3	1	4
70	1	3	1	6
70	1	3	1	8
70	1	3	1	12
70	2	1	1	1
70	2	1	1	3
70	2	1	1	4
70	2	1	1	6
70	2	1	1	8
70	2	1	1	12
70	2	2	1	1
70	2	2	1	3
70	2	2	1	4
70	2	2	1	6
70	2	2	1	8
70	2	2	1	12
70	2	3	1	1
70	2	3	1	3
70	2	3	1	4
70	2	3	1	6
70	2	3	1	8
./lib/matrixtestharness.lua:14: interrupted!
stack traceback:
	./lib/matrixtestharness.lua:128: in function 'fn'
	./lib/matrixtestharness.lua:14: in function 'CalcTime'
	./lib/matrixtestharness.lua:134: in function 'timefunctions'
	convolution.lua:308: in main chunk
